id,slug,name,cluster,cluster_ar,destination,type,official_url,official_domain,tags,family_score,honeymoon_score,privacy_score,nature_score,luxury_score,audience_segments,saudi_fit_reason_ar,content_angle_ar,crawl_hints,source_strategy,media_rights_note_ar,cohort,launch_priority,data_status
55,kaya-palazzo-golf-resort-belek,Kaya Palazzo Golf Resort Belek,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Luxury Resort,https://www.kayapalazzohotels.com/en/kaya-palazzo-golf-resort-belek/,kayapalazzohotels.com,"private_beach, family, kids, luxury, golf",5,2,2,2,4,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
56,voyage-belek-golf-and-spa,Voyage Belek Golf and Spa,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Family Resort,https://www.voyagehotel.com/en/voyage-belek-spa,voyagehotel.com,"private_beach, family, kids, all_inclusive, spa",5,1,2,2,2,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
57,ela-excellence-resort-belek,Ela Excellence Resort Belek,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Family Resort,https://www.elahotels.com/en/our-hotels/ela-excellence-resort-belek/,elahotels.com,"private_beach, family, kids, luxury, all_inclusive",5,2,2,2,3,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
58,rixos-premium-belek,Rixos Premium Belek,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Luxury Resort,https://www.rixos.com/hotel-resort/rixos-premium-belek-land-legends-access,rixos.com,"private_beach, family, kids, luxury, all_inclusive",5,2,2,2,3,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
59,titanic-deluxe-golf-belek,Titanic Deluxe Golf Belek,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Luxury Resort,https://www.titanic.com.tr/titanic-deluxe-golf-belek,titanic.com.tr,"river_nature, private_beach, family, kids, golf",5,1,2,3,3,"family, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
60,cornelia-diamond-luxury-golf-resort-and-spa,Cornelia Diamond Luxury Golf Resort and Spa,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Luxury Resort,https://www.corneliaresort.com/EN/Cornelia-Diamond-Luxury-Golf-Resort-Spa-Hotel-Belek-Antalya,corneliaresort.com,"private_beach, family, kids, golf, spa",5,1,2,2,3,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, wellness, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
61,rixos-premium-tekirova,Rixos Premium Tekirova,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Tekirova / Kemer,Nature Family Resort,https://www.rixos.com/hotel-resort/rixos-premium-tekirova-land-legends-access,rixos.com,"private_beach, mountain, family, kids, nature",5,1,2,4,2,"family, beach_nature, mountain_lake_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
62,ng-phaselis-bay,NG Phaselis Bay,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Kemer,Nature Luxury Resort,https://ngphaselisbay.com/en,ngphaselisbay.com,"private_bays, mountain, forest, luxury, family",4,2,2,4,4,"family, beach_nature, mountain_lake_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,launch,30,ready_for_ingestion
63,maxx-royal-kemer-resort,Maxx Royal Kemer Resort,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Kemer,Ultra Luxury Resort,https://www.maxxroyal.com/kemer-resort,maxxroyal.com,"private_bays, mountain, family, luxury, villa",5,3,4,3,5,"family, beach_nature, mountain_lake_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويقدّم خصوصية أعلى تناسب الحجوزات الراقية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص.,قدّم الفندق كخيار خصوصية وفخامة: ابدأ بالمساحة والهدوء، ثم الفلل/الأجنحة، ثم سبب ملاءمته للعميل الخليجي.,"homepage, rooms, gallery, offers, dining, spa, location, contact, villas, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
64,akra-kemer,Akra Kemer,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Kemer,Beach Resort,https://akrahotels.com/en/hotels/akra-kemer/,akrahotels.com,"private_beach, mountain, family, all_inclusive",4,1,2,3,2,"family, beach_nature, mountain_lake_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, beach","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
65,gloria-verde-resort,Gloria Verde Resort,Antalya Belek and Kemer Nature Luxury,أنطاليا وبيليك وكمير بطابع طبيعي فاخر,Belek,Family Resort,https://www.gloria.com.tr/en/hotels/gloria-verde-resort/,gloria.com.tr,"private_beach, family, kids, golf, spa",5,1,2,2,3,"family, wellness, beach_nature",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، وفيه تجربة ساحلية هادئة بخليج أو شاطئ خاص، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح لرحلات الصيف الفاخرة أو شهر العسل.,قدّم الفندق كمنتجع عائلي فاخر: ركّز على الشاطئ، الأطفال، الفيلات، والمرافق الشاملة.,"homepage, rooms, gallery, offers, dining, spa, location, contact, kids-club, beach, wellness, golf","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
66,museum-hotel,Museum Hotel,Cappadocia Signature Nature and Heritage,كبادوكيا بين الطبيعة والهوية التراثية,Cappadocia,Luxury Cave Hotel,https://www.museumhotel.com.tr/en/main,museumhotel.com.tr,"cave, honeymoon, luxury, heritage, views",2,4,1,3,3,honeymoon,ويصلح كتجربة مميزة مختلفة عن المنتجعات التقليدية.,قدّم الفندق كتجربة أيقونية: ركّز على الإطلالات والهوية المعمارية والخصوصية.,"homepage, rooms, gallery, offers, dining, spa, location, contact","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
67,argos-in-cappadocia,Argos in Cappadocia,Cappadocia Signature Nature and Heritage,كبادوكيا بين الطبيعة والهوية التراثية,Cappadocia,Luxury Cave Hotel,https://www.argosincappadocia.com/,argosincappadocia.com,"cave, honeymoon, heritage, luxury, views",2,4,1,3,3,honeymoon,ويصلح كتجربة مميزة مختلفة عن المنتجعات التقليدية.,قدّم الفندق كتجربة أيقونية: ركّز على الإطلالات والهوية المعمارية والخصوصية.,"homepage, rooms, gallery, offers, dining, spa, location, contact","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
68,kayakapi-premium-caves,Kayakapi Premium Caves,Cappadocia Signature Nature and Heritage,كبادوكيا بين الطبيعة والهوية التراثية,Cappadocia,Luxury Cave Resort,https://www.kayakapi.com/,kayakapi.com,"cave, family, honeymoon, luxury, views",4,4,1,3,3,"family, honeymoon",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، ويصلح كتجربة مميزة مختلفة عن المنتجعات التقليدية.,قدّم الفندق كتجربة أيقونية: ركّز على الإطلالات والهوية المعمارية والخصوصية.,"homepage, rooms, gallery, offers, dining, spa, location, contact","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
69,ajwa-cappadocia,AJWA Cappadocia,Cappadocia Signature Nature and Heritage,كبادوكيا بين الطبيعة والهوية التراثية,Cappadocia,Luxury Hotel,https://www.ajwa.com.tr/cappadocia/mainpage.aspx,ajwa.com.tr,"family, luxury, wellness, views",4,2,1,2,4,"family, wellness",مناسب للعائلات الخليجية بفضل المساحات والمرافق العائلية، مع عنصر سبا/استرخاء مهم في الرحلات الطويلة، ويصلح كتجربة مميزة مختلفة عن المنتجعات التقليدية.,قدّم الفندق كتجربة أيقونية: ركّز على الإطلالات والهوية المعمارية والخصوصية.,"homepage, rooms, gallery, offers, dining, spa, location, contact, wellness","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
70,ariana-sustainable-luxury-lodge,Ariana Sustainable Luxury Lodge,Cappadocia Signature Nature and Heritage,كبادوكيا بين الطبيعة والهوية التراثية,Cappadocia,Boutique Luxury Lodge,https://www.arianalodge.com/,arianalodge.com,"boutique, honeymoon, eco_luxury, views, nature",2,3,1,3,3,honeymoon,ويركّز على الطبيعة والهدوء بعيدًا عن زحمة المدن، ويصلح كتجربة مميزة مختلفة عن المنتجعات التقليدية.,قدّم الفندق كتجربة أيقونية: ركّز على الإطلالات والهوية المعمارية والخصوصية.,"homepage, rooms, gallery, offers, dining, spa, location, contact","Use official site pages first: homepage, rooms, gallery, offers, dining, spa, location, then capture source URLs for media and offer text.",للتطوير: خزّن روابط الصور الأصلية وبيانات المصدر. قبل الإطلاق التجاري: استخدم فقط الصور التي لديك حق إعادة استخدامها من الفندق أو المورد.,expansion,,ready_for_ingestion
